,Iteration,Time,Fitness,FEvals,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,0.0065052370000000526,49.0,100.0,False,100,0.1,19
1,1,0.2398969390000001,39.0,202.0,False,100,0.1,19
2,2,0.4885900510000001,38.0,304.0,False,100,0.1,19
3,3,0.7368298330000003,38.0,405.0,False,100,0.1,19
4,4,0.980527403,38.0,506.0,False,100,0.1,19
5,5,1.2269800440000003,38.0,607.0,False,100,0.1,19
6,6,1.4714349389999999,38.0,708.0,False,100,0.1,19
7,7,1.7166472970000002,38.0,809.0,False,100,0.1,19
8,8,1.961912006,38.0,910.0,False,100,0.1,19
9,9,2.207718733,38.0,1011.0,False,100,0.1,19
10,10,2.454579417,38.0,1112.0,False,100,0.1,19
11,11,2.702022968,38.0,1213.0,False,100,0.1,19
12,12,2.945937093,38.0,1314.0,False,100,0.1,19
13,0,0.0065052370000000526,49.0,200.0,False,200,0.1,19
14,1,0.2398969390000001,37.0,402.0,False,200,0.1,19
15,2,0.4885900510000001,33.0,604.0,False,200,0.1,19
16,3,0.7368298330000003,33.0,805.0,False,200,0.1,19
17,4,0.980527403,32.0,1007.0,False,200,0.1,19
18,5,1.2269800440000003,32.0,1208.0,False,200,0.1,19
19,6,1.4714349389999999,32.0,1409.0,False,200,0.1,19
20,7,1.7166472970000002,32.0,1610.0,False,200,0.1,19
21,8,1.961912006,32.0,1811.0,False,200,0.1,19
22,9,2.207718733,32.0,2012.0,False,200,0.1,19
23,10,2.454579417,32.0,2213.0,False,200,0.1,19
24,11,2.702022968,32.0,2414.0,False,200,0.1,19
25,12,2.945937093,32.0,2615.0,False,200,0.1,19
26,13,0.012986499000000151,32.0,2816.0,False,200,0.1,19
27,14,0.24598526399999976,32.0,3017.0,False,200,0.1,19
